GLN;DESCR1;DESCR2;ROLE/0/TYPE;ROLE/0/STREET;ROLE/0/STRNO;ROLE/0/ZIP;ROLE/0/CITY;ROLE/0/CTN;ROLE/0/CNTRY;Adresse;Y;X;lon;lat
7601001370869;Amavita Apotheke Bahnhof;GaleniCare AG;Pharm;Bahnhofstrasse;5;8820;Wädenswil;ZH;CH;Bahnhofstrasse 5 Wädenswil;693640.5625;231620.8125;8.675161361694336;47.22887420654297
7601001370913;Amavita Apotheke Bahnhof Stadelhofen;GaleniCare AG;Pharm;Stadelhoferstrasse;8;8001;Zürich;ZH;CH;Stadelhoferstrasse 8 Zürich;683827.25;246782.78125;8.548426628112793;47.366554260253906
7601002121347;Arud Zentrum für Suchtmedizin;Verwaltung;ONursOrg;Schützengasse;31;8001;Zürich;ZH;CH;Schützengasse 31 Zürich;682982.1875;247924.046875;8.537452697753906;47.37692642211914
7601002121354;Privatklinik am Zürichsee AG;Verwaltung;Hosp;Speerstrasse;13;8640;Rapperswil SG;SG;CH;Speerstrasse 13 Rapperswil SG;705320.0625;231000.140625;8.82921314239502;47.221534729003906
7601002121361;MV SANTE ARTeMED Rhodanie SA;Centre Chirurgie Ambulatoire CCA - Administration;Hosp;avenue de Rhodanie;70;1007;Lausanne;VD;CH;avenue de Rhodanie 70 Lausanne;536066.8125;152029.828125;6.605527877807617;46.516510009765625
7601002121378;Soteria Bern;IG Sozialpsychiatrie Bern;NursHom;Bühlstrasse;19A;3012;Bern;BE;CH;Bühlstrasse 19A Bern;599259.9375;199899.828125;7.428912162780762;46.95018005371094
7601003007077;Hueskes Orthopädie AG;;HeaTec;St. Johanns-Vorstadt;31;4056;Basel;BS;CH;St. Johanns-Vorstadt 31 Basel;610946.0625;268142.53125;7.58407735824585;47.563907623291016
7601002121385;Unilabs Mittelland;Medizinische Analytik & Pathologie;Lab;Effingerstrasse;45;3008;Bern;BE;CH;Effingerstrasse 45 Bern;599352.1875;199405.984375;7.430124282836914;46.94573974609375
7601002121415;GSMN Suisse SA, Clinique de Genolier;Centre de Médecine du Sommeil;GrpPra;route du Muids;3;1272;Genolier;VD;CH;route du Muids 3 Genolier;506084.1875;144481.0;6.216413497924805;46.44507598876953
7601002121446;TCM Hausärzte Wetzikon;;GrpPra;Eichstrasse;2;8620;Wetzikon ZH;ZH;CH;Eichstrasse 2 Wetzikon ZH;702503.0;242011.640625;8.794538497924805;47.321006774902344
7601002121507;Medical Imaging Luzern AG;;GrpPra;Theaterstrasse;7;6003;Luzern;LU;CH;Theaterstrasse 7 Luzern;665971.4375;211362.375;8.306867599487305;47.050010681152344
7601002121545;Groupement Hosp. de l'Ouest Lémanique SA (GHOL);Cabinet de groupe - IRM;GrpPra;chemin Monastier;10;1260;Nyon;VD;CH;chemin Monastier 10 Nyon;506806.65625;137615.0625;6.227194786071777;46.383419036865234
7601002121552;HVS - Institut Central ICHV;Consultations de génétique;GrpPra;avenue du Grand-Champsec;86;1950;Sion;VS;CH;avenue du Grand-Champsec 86 Sion;596019.5;120444.0;7.387037754058838;46.23542404174805
7601002121569;Universitätsspital Basel;Institut für Pathologie;Inst;Schönbeinstrasse;40;4031;Basel;BS;CH;Schönbeinstrasse 40 Basel;610759.1875;267785.25;7.58158540725708;47.56069564819336
7601002121576;LungenZentrum Hirslanden;;GrpPra;Witellikerstrasse;40;8032;Zürich;ZH;CH;Witellikerstrasse 40 Zürich;685958.0;245117.296875;8.576312065124512;47.35129928588867
7601002121606;Röntgeninstitut Baden AG;;GrpPra;Rütistrasse;2;5400;Baden;AG;CH;Rütistrasse 2 Baden;665277.0625;258621.421875;8.304593086242676;47.47512435913086
7601002121613;Röntgeninstitut Cham AG;;GrpPra;Rigistrasse;1;6330;Cham;ZG;CH;Rigistrasse 1 Cham;677096.625;226076.390625;8.45577621459961;47.181148529052734
7601002121620;Radiologie im Silberturm AG;;GrpPra;Rorschacher Strasse;150;9000;St. Gallen;SG;CH;Rorschacher Strasse 150 St. Gallen;747578.0625;255191.984375;9.39492130279541;47.43096923828125
7601001370944;GaleniCare Management AG;;Whole;Untermattweg;8;3001;Bern;BE;CH;Untermattweg 8 Bern;597066.8125;199794.0625;7.400104522705078;46.949222564697266
7601002121668;HVS - Institut Central ICHV;Maladies Infectieuses;Inst;av. du Grand-Champsec;86;1950;Sion;VS;CH;av. du Grand-Champsec 86 Sion;596019.5;120444.0;7.387037754058838;46.23542404174805
7601002121675;Pathologie Institut Enge AG;;GrpPra;Hardturmstrasse;133;8005;Zürich;ZH;CH;Hardturmstrasse 133 Zürich;681148.5625;249692.390625;8.513496398925781;47.3930549621582
7601002121699;Bener-Park Betriebs-AG;;NursHom;Gäuggelistrasse;60;7000;Chur;GR;CH;Gäuggelistrasse 60 Chur;759056.1875;190938.640625;9.524368286132812;46.850555419921875
7601003007091;Groupe Mutuel Assurances GMA SA;(VVG Unfall / LCA accidents);AccIns;rue des Cèdres;5;1920;Martigny;VS;CH;rue des Cèdres 5 Martigny;571777.875;105892.640625;7.073665618896484;46.103946685791016
7601002121712;Rodiag Fürstenland/Linth AG;;GrpPra;Obere Bahnhofstrasse;1;9500;Wil SG;SG;CH;Obere Bahnhofstrasse 1 Wil SG;720907.375;258097.125;9.042275428771973;47.4625358581543
7601002121729;Rodiag Winterthur AG;;GrpPra;Bankstrasse;20;8400;Winterthur;ZH;CH;Bankstrasse 20 Winterthur;696948.3125;261967.375;8.725404739379883;47.50130844116211
7601002121736;Rodiag Burgdorf AG;;GrpPra;Bahnhofstrasse;18B;3400;Burgdorf;BE;CH;Bahnhofstrasse 18B Burgdorf;614138.9375;212014.0625;7.624739646911621;47.05900192260742
7601002121743;Rodiag Kreuzlingen AG;;GrpPra;Löwenstrasse;16;8280;Kreuzlingen;TG;CH;Löwenstrasse 16 Kreuzlingen;730197.8125;278901.6875;9.171554565429688;47.647823333740234
7601002121750;Rodiag Solothurn AG;;GrpPra;Leopoldstrasse;3;4500;Solothurn;SO;CH;Leopoldstrasse 3 Solothurn;607063.375;228178.5625;7.531857490539551;47.20451354980469
7601002121767;Rodiag am Zürichsee AG;;GrpPra;Asylstrasse;19;8810;Horgen;ZH;CH;Asylstrasse 19 Horgen;687102.5;235386.34375;8.589569091796875;47.26363754272461
7601002121774;Rodiag am Zürichsee AG;;GrpPra;Grütstrasse;60;8802;Kilchberg ZH;ZH;CH;Grütstrasse 60 Kilchberg ZH;682970.875;241602.921875;8.536130905151367;47.32007598876953
7601002121781;MRI Bahnhofplatz;;GrpPra;Bahnhofplatz;3;8001;Zürich;ZH;CH;Bahnhofplatz 3 Zürich;683232.0;247899.25;8.540755271911621;47.376670837402344
7601002121798;Zyto-Labor Limmatplatz;L. Christen AG;Lab;Eichenweg;2;8907;Wettswil;ZH;CH;Eichenweg 2 Wettswil;678062.5625;244305.96875;8.471685409545898;47.34498596191406
7601002121804;Servizio medico-psicologico di Bellinzona;;ONursOrg;vicolo Sottocorte;4;6500;Bellinzona;TI;CH;vicolo Sottocorte 4 Bellinzona;721917.8125;116767.7265625;9.017939567565918;46.19132614135742
7601002121811;Servizio medico-psicologico di Locarno;;ONursOrg;via Bramantino;27;6600;Locarno;TI;CH;via Bramantino 27 Locarno;704786.9375;113669.046875;8.795379638671875;46.16633987426758
7601002121828;Servizio medico-psicologico di Coldrerio;;ONursOrg;via Mola;6;6877;Coldrerio;TI;CH;via Mola 6 Coldrerio;720335.5625;79417.3515625;8.987890243530273;45.85568618774414
7601002121835;Servizio medico-psicologico di Lugano-Viganello;;ONursOrg;via Luganetto;5;6962;Viganello;TI;CH;via Luganetto 5 Viganello;717889.0;96588.0;8.96069049835205;46.01054763793945
7601001371040;Metamedic GmbH;;SerFirm;Zypressenstrasse;71;8004;Zürich;ZH;CH;Zypressenstrasse 71 Zürich;681242.1875;248093.625;8.514445304870605;47.378665924072266
7601002121859;Klinik Tiefenbrunnen AG;;Hosp;Dammstrasse;29;8702;Zollikon;ZH;CH;Dammstrasse 29 Zollikon;685354.0;244251.796875;8.568154335021973;47.343597412109375
7601001371064;Sun Store Ostermundigen;GaleniCare AG;Pharm;Bernstrasse;114;3072;Ostermundigen;BE;CH;Bernstrasse 114 Ostermundigen;604338.875;200655.390625;7.495635986328125;46.956966400146484
7601002121880;Centre médico-psychologique;Service pour adultes;ONursOrg;Faubourg des Capucins;20;2800;Delémont;JU;CH;Faubourg des Capucins 20 Delémont;592511.0;246268.8125;7.339486598968506;47.36722183227539
7601002121903;Lindenhofgruppe AG - Radiologie Lindenhof;;GrpPra;Bremgartenstrasse;117;3012;Bern;BE;CH;Bremgartenstrasse 117 Bern;599170.4375;200793.9375;7.427734851837158;46.95822525024414
7601002121910;Hirslanden Bern AG - Salem-Spital;Institut für Anästhesie und Intensivmedizin;Hosp;Schänzlistrasse;39;3013;Bern;BE;CH;Schänzlistrasse 39 Bern;601150.0;200127.515625;7.453740119934082;46.95222854614258
7601002121927;SRNJTS - Serv. régional neuchâtelois et jurassien;de transfusion sanguine de la Croix-Rouge Suisse;Lab;rue Sophie-Mairet;29;2300;La Chaux-de-Fonds;NE;CH;rue Sophie-Mairet 29 La Chaux-de-Fonds;554004.3125;218170.71875;6.832589626312256;47.11293029785156
7601002121934;Praxisgemeinschaft Bern West;;GrpPra;Mühledorfstrasse;1;3018;Bern;BE;CH;Mühledorfstrasse 1 Bern;596403.5;199384.8125;7.39139461517334;46.94554138183594
7601002121941;Alters- und Pflegeheim envia;;NursHom;Voia Envia;2;7492;Alvaneu Dorf;GR;CH;Voia Envia 2 Alvaneu Dorf;769106.25;172027.5;9.649103164672852;46.67803192138672
7601003007169;GSK Consumer Healthcare S.A.;Espace Santé;SerFirm;route de l'Etraz;;1260;Nyon;VD;CH;route de l'Etraz  Nyon;507709.625;138112.359375;6.238831996917725;46.38801574707031
7601003007183;Novartis Pharma Stein AG / Werk Stein;WST-215.U.1;SerFirm;Schaffhauserstrasse;;4332;Stein AG;AG;CH;Schaffhauserstrasse  Stein AG;638980.25;267042.9375;7.956490516662598;47.55295181274414
7601001371071;Farmacie Spazio Salute Sagl;Direzione/amministrazione;SerFirm;contrada Busi;3;6816;Bissone;TI;CH;contrada Busi 3 Bissone;718350.5;89984.15625;8.964987754821777;45.951072692871094
7601001371095;Dr. W. Kolb AG;;Indus;Maienbrunnenstrasse;1;8908;Hedingen;ZH;CH;Maienbrunnenstrasse 1 Hedingen;675933.875;239158.140625;8.442646026611328;47.2989387512207
7601001371101;Eli Lilly Export SA;;Indus;Chemin des Coquelicots;16;1214;Vernier;GE;CH;Chemin des Coquelicots 16 Vernier;496309.53125;119829.53125;6.094730377197266;46.22190475463867
7601002121972;Viollier Weintraub SA;;Lab;avenue Eugène-Pittard;16;1206;Genève;GE;CH;avenue Eugène-Pittard 16 Genève;501415.46875;116377.8359375;6.16162633895874;46.191627502441406
7640109110007;Curatis AG;;Indus;Weierweg;7;4410;Liestal;BL;CH;Weierweg 7 Liestal;622230.125;259556.171875;7.7335896492004395;47.48639678955078
7601001371132;Keyser & Mackay, Amsterdam;Zweigniederlassung Zürich;Indus;Badenerstrasse;587;8048;Zürich;ZH;CH;Badenerstrasse 587 Zürich;679724.25;248785.953125;8.494470596313477;47.38507843017578
7601002121996;Psychiatrische Universitätsklinik Zürich PUK;Gerontopsychiatrisches Zentrum Hegibach;GrpPra;Minervastrasse;145;8032;Zürich;ZH;CH;Minervastrasse 145 Zürich;684732.625;246392.578125;8.560338020324707;47.36293029785156
7601002122009;Arztpraxen Net AG;Augencenter Nüschelerstrasse;GrpPra;Nüschelerstrasse;30;8001;Zürich;ZH;CH;Nüschelerstrasse 30 Zürich;682888.125;247417.203125;8.536112785339355;47.372379302978516
7601002122016;Zentrum für Medizinische Begutachtung;;GrpPra;Gellertstrasse;156;4052;Basel;BS;CH;Gellertstrasse 156 Basel;613395.75;266248.71875;7.61657190322876;47.54682922363281
7601002122023;Consultation Sytémique de Lucinge;;GrpPra;Chemin de Lucinge;16;1006;Lausanne;VD;CH;Chemin de Lucinge 16 Lausanne;538727.6875;151997.421875;6.640203475952148;46.5164680480957
7601002122030;Zentrum für Kiefer- + Gesichtschirurgie;Pionierpark;GrpPra;Zürcherstrasse;7;8400;Winterthur;ZH;CH;Zürcherstrasse 7 Winterthur;696571.5;261618.421875;8.720329284667969;47.498226165771484
7601002122047;Universitätsspital Zürich;Zentrum Chirurgie, Abt. Forschung Chirurgie;Inst;Rämistrasse;100;8091;Zürich;ZH;CH;Rämistrasse 100 Zürich;683867.375;247901.0;8.54916763305664;47.37660598754883
7601001371163;Sun Store Cossonay;GaleniCare SA;Pharm;rue des Chavannes;1A;1304;Cossonay-Ville;VD;CH;rue des Chavannes 1A Cossonay-Ville;528611.0;162936.6875;6.506690502166748;46.61386489868164
7601001371170;Sun Store Avenches;GaleniCare SA;Pharm;Milavy;;1580;Avenches;VD;CH;Milavy  Avenches;569078.0625;191822.765625;7.032998085021973;46.87680435180664
7601001371187;Sun Store Vevey;GaleniCare SA;Pharm;avenue Général-Guisan;17;1800;Vevey;VD;CH;avenue Général-Guisan 17 Vevey;554010.1875;146022.328125;6.839935779571533;46.46394729614258
7601002122054;OMC Organisation Mondiale du Commerce;Service médical;IntOrg;rue de Lausanne;154;1202;Genève;GE;CH;rue de Lausanne 154 Genève;500558.03125;119953.7421875;6.149759769439697;46.223663330078125
7601001371200;Droguerie d'Aigle;Pharmacie-Droguerie Monachon Sàrl;DruSto;rue Farel;10;1860;Aigle;VD;CH;rue Farel 10 Aigle;563814.125;129705.9375;6.9688334465026855;46.31777572631836
7601002122061;TCM Montreux SA;;ONursOrg;avenue Claude Nobs;14;1820;Montreux;VD;CH;avenue Claude Nobs 14 Montreux;558888.4375;143352.109375;6.903677463531494;46.44024658203125
7601002122078;TCM Schaffhausen AG;;ONursOrg;Bachstrasse;27;8200;Schaffhausen;SH;CH;Bachstrasse 27 Schaffhausen;689997.875;283583.34375;8.637554168701172;47.696678161621094
7601002122085;Praxisklinik Rennbahn AG;Physiotherapie;SpecPra;Kriegackerstrasse;100;4132;Muttenz;BL;CH;Kriegackerstrasse 100 Muttenz;614695.6875;264981.5;7.633798122406006;47.535404205322266
7601001371231;Hirslanden AG - Klinik Hirslanden;Institut für Anästhesiologie und Intensivmedizin;GrpPra;Witellikerstrasse;40;8008;Zürich;ZH;CH;Witellikerstrasse 40 Zürich;685958.0;245117.296875;8.576312065124512;47.35129928588867
7601002122092;Universität Bern;Institut für Biochemie und Molekulare Medizin;Inst;Bühlstrasse;28;3012;Bern;BE;CH;Bühlstrasse 28 Bern;599359.1875;200081.375;7.430216312408447;46.95181655883789
7601001371255;Amavita Apotheke Uzwil;GaleniCare AG;Pharm;Neudorfstrasse;2;9240;Uzwil;SG;CH;Neudorfstrasse 2 Uzwil;727818.9375;255515.875;9.1331787109375;47.43801498413086
7601001371262;Cholley SA;;Indus;via Pian Scairolo;10;6915;Pambio-Noranco;TI;CH;via Pian Scairolo 10 Pambio-Noranco;715852.6875;93833.46875;8.933728218078613;45.98612594604492
7601001371279;Notfall-Apotheke Basel AG;;Pharm;Petersgraben;3;4051;Basel;BS;CH;Petersgraben 3 Basel;611065.3125;267825.4375;7.585653305053711;47.56105422973633
7601001371286;Pharmacie de Chavannes SA;;Pharm;rue de la Blancherie;14;1022;Chavannes-près-Renens;VD;CH;rue de la Blancherie 14 Chavannes-près-Renens;534054.25;153908.5625;6.579035758972168;46.5332145690918
7601001371316;Schweizerische Chiropraktoren-Gesellschaft SCG;ChiroSuisse;Assoc;Sulgenauweg;38;3007;Bern;BE;CH;Sulgenauweg 38 Bern;599844.875;198527.53125;7.436596393585205;46.93783950805664
7601001371330;Dr. Rappai Pharmazeutika GmbH;;Indus;Wagistrasse;13;8952;Schlieren;ZH;CH;Wagistrasse 13 Schlieren;676918.1875;250329.046875;8.457578659057617;47.3992919921875
7601001371347;Beaumont Service AG;;SerFirm;Vogelsang;84;2501;Biel/Bienne;BE;CH;Vogelsang 84 Biel/Bienne;585284.9375;221785.75;7.244625091552734;47.14688491821289
7601002122108;Gesundheitszentrum Sokrates AG;;GrpPra;Im Park;3;8594;Güttingen;TG;CH;Im Park 3 Güttingen;739797.25;274913.28125;9.298015594482422;47.6099853515625
7601001371354;Zähringer Apotheke Ballinari AG;;Pharm;Gesellschaftsstrasse;36;3012;Bern;BE;CH;Gesellschaftsstrasse 36 Bern;599661.5;200339.640625;7.4341864585876465;46.954139709472656
7601001371361;The Genetics Company Inc.;;Indus;Wagistrasse;27;8952;Schlieren;ZH;CH;Wagistrasse 27 Schlieren;677105.375;250318.34375;8.46005630493164;47.399173736572266
7601002122115;Klinik Pyramide am See AG, Standort Schwerzenbach;Verwaltung;Hosp;Bahnstrasse;24;8603;Schwerzenbach;ZH;CH;Bahnstrasse 24 Schwerzenbach;691955.1875;249150.484375;8.656502723693848;47.38676452636719
7601001371378;Schweizerische Vereinigung Morbus Bechterew;SVMB;Assoc;Leutschenbachstrasse;45;8050;Zürich;ZH;CH;Leutschenbachstrasse 45 Zürich;684161.25;252301.890625;8.553887367248535;47.41614532470703
7601002122146;SportClinic GmbH;SportClinic Zürich Tödistrasse;Hosp;Tödistrasse;49;8002;Zürich;ZH;CH;Tödistrasse 49 Zürich;682663.9375;246891.953125;8.533048629760742;47.36768341064453
7601002122153;Vision Laser SA;;GrpPra;place de la Gare;1;1225;Chêne-Bourg;GE;CH;place de la Gare 1 Chêne-Bourg;504027.46875;116839.4375;6.195359706878662;46.1961555480957
7601001371392;Pharmacie Lens;Pharmacies BENU SA;Pharm;rue Principale;29;1978;Lens;VS;CH;rue Principale 29 Lens;600728.75;125503.5546875;7.448091506958008;46.280948638916016
7601001371408;Pharmacie Dr. Bonvin;Pharmacies BENU SA;Pharm;avenue des Mayennets;5;1950;Sion;VS;CH;avenue des Mayennets 5 Sion;594018.5;119940.96875;7.361104965209961;46.23088455200195
7601001371422;Pharmacie Saint-Roch;Despond Csilla;Pharm;place du Centre;2;1635;La Tour-de-Trême;FR;CH;place du Centre 2 La Tour-de-Trême;571359.3125;162005.640625;7.064788818359375;46.60869216918945
7601002122177;Bad Schinznach AG;Privat-Klinik im Park / Verwaltung;Hosp;Badstrasse;50;5116;Schinznach Bad;AG;CH;Badstrasse 50 Schinznach Bad;654874.25;256565.0;8.166345596313477;47.45758056640625
7601002122191;Centre de Chimiothérapie Anti-Cancéreuse;CCAC - Site d'Ouchy;GrpPra;avenue d'Ouchy;35;1006;Lausanne;VD;CH;avenue d'Ouchy 35 Lausanne;537947.8125;151543.859375;6.63010311126709;46.5123176574707
7601002122207;MV SANTE ARTeMED Rhodanie SA;Centre Chirurgie Ambulatoire CCA - Pharmacie;Hosp;avenue de Rhodanie;70;1007;Lausanne;VD;CH;avenue de Rhodanie 70 Lausanne;536066.8125;152029.828125;6.605527877807617;46.516510009765625
7601001371460;Bonirola SA;;Indus;viale Serfontana;10;6834;Morbio Inferiore;TI;CH;viale Serfontana 10 Morbio Inferiore;722400.5625;78573.3359375;9.014249801635742;45.84772491455078
7601001371477;BASELUX SOCIEDAD ANONIMA, Montevideo,;Lugano Branch;Indus;via Luganetto;3;6962;Viganello;TI;CH;via Luganetto 3 Viganello;717920.75;96581.7890625;8.961098670959473;46.0104866027832
7601002122221;Städtische Gesundheitsdienste;Ambulatorium Kanonengasse;ONursOrg;Kanonengasse;18;8004;Zürich;ZH;CH;Kanonengasse 18 Zürich;682394.5;247976.28125;8.529681205749512;47.37746810913086
7611100000000;Unilever Schweiz GmbH;;NonHealthCare;Bahnhofstrasse;19;8240;Thayngen;SH;CH;Bahnhofstrasse 19 Thayngen;695124.0625;289182.0;8.707038879394531;47.74629592895508
7601002122252;Clinique La Métairie;Administration;Hosp;avenue de Bois-Bougy;8;1260;Nyon;VD;CH;avenue de Bois-Bougy 8 Nyon;506897.09375;136514.515625;6.228590965270996;46.373531341552734
7601001371491;Droguerie de l'Orval;Bürki Mireille;DruSto;rue Principale;16;2735;Bévilard;BE;CH;rue Principale 16 Bévilard;588015.625;231800.390625;7.280360221862793;47.23701858520508
7601002122276;Klinik im Spiegel;Verwaltung;Hosp;Bellevuestrasse;15;3095;Spiegel b. Bern;BE;CH;Bellevuestrasse 15 Spiegel b. Bern;599543.9375;197671.234375;7.432645320892334;46.93013381958008
7601002122283;Aerztegemeinschaft für Praxis-Anästhesie GmbH;;GrpPra;Mellingerstrasse;207;5405;Dättwil AG;AG;CH;Mellingerstrasse 207 Dättwil AG;664329.8125;255835.890625;8.291626930236816;47.45016860961914
7601002122306;Universitätsspital Basel;Dermatologische Poliklinik;Hosp;Petersgraben;4;4031;Basel;BS;CH;Petersgraben 4 Basel;611031.125;267821.3125;7.58519983291626;47.56101608276367
7601002122320;Polymedes Schmerzzentrum AG;Standort Zürich;GrpPra;Hardturmstrasse;127;8005;Zürich;ZH;CH;Hardturmstrasse 127 Zürich;681194.0;249673.234375;8.514094352722168;47.392879486083984
7601001371507;Pharmacie Tavil-Chatton;Pharmacies BENU SA;Pharm;Grand-Rue;11;1110;Morges;VD;CH;Grand-Rue 11 Morges;527930.5;151418.09375;6.499608993530273;46.51018142700195
7601001371521;TopPharm Zentrum Apotheke Egloff AG;;Pharm;Hauptstrasse;38;5037;Muhen;AG;CH;Hauptstrasse 38 Muhen;646550.9375;242807.1875;8.05453872680664;47.33448791503906
7601001371538;Farmacia della Posta Gerber SA;;Pharm;via al Ticino;20;6514;Sementina;TI;CH;via al Ticino 20 Sementina;719873.5;115818.2421875;8.991220474243164;46.18315124511719
7601001371545;Apotheke Murgenthal;Apotheke im Fahracker GmbH;Pharm;Fahrackerstrasse;1;4853;Murgenthal;AG;CH;Fahrackerstrasse 1 Murgenthal;629532.3125;234961.15625;7.828855991363525;47.26490020751953
7601002122344;ARGOT Lab SA;;Lab;rue du Liseron;5;1006;Lausanne;VD;CH;rue du Liseron 5 Lausanne;537664.5625;151093.25;6.626473426818848;46.50823974609375
7601002122351;ADMED Pathologie;;Lab;avenue de Bellevaux;4A;2000;Neuchâtel;NE;CH;avenue de Bellevaux 4A Neuchâtel;562418.3125;205367.828125;6.944513320922852;46.9983024597168
7601001371552;Pharmacie Voirol SA;;Pharm;rue du Colonel Hoffmeyer;39;2854;Bassecourt;JU;CH;rue du Colonel Hoffmeyer 39 Bassecourt;585219.0;243016.15625;7.243057727813721;47.33784103393555
7601002122375;Ambulante Psychiatrie und Psychotherapie Altdorf;Triaplus AG;Hosp;Seedorferstrasse;6;6460;Altdorf UR;UR;CH;Seedorferstrasse 6 Altdorf UR;691357.75;192870.546875;8.637203216552734;46.88067626953125
7601001371569;Medimat Sàrl;;Whole;avenue du Temple;19C;1012;Lausanne;VD;CH;avenue du Temple 19C Lausanne;539656.6875;153444.765625;6.6521196365356445;46.529571533203125
7601002122405;Hirslanden AG - Klinik im Park;Anästhesie & Intensivmedizin;Hosp;Seestrasse;220;8027;Zürich;ZH;CH;Seestrasse 220 Zürich;682578.8125;245208.625;8.531611442565918;47.35255432128906
7601001383692;Desma Healthcare SpA, Torino,;succursale di Chiasso;Indus;corso San Gottardo;32;6830;Chiasso;TI;CH;corso San Gottardo 32 Chiasso;723645.9375;77112.359375;9.029895782470703;45.83435821533203
7601001371620;Fisher Scientific AG;;Indus;Wilstrasse;57;5610;Wohlen AG;AG;CH;Wilstrasse 57 Wohlen AG;662128.0;245370.796875;8.260978698730469;47.356258392333984
7601002122412;Blutspendezentrum SRK Aarau;;ONursOrg;Tellstrasse;;5000;Aarau;AG;CH;Tellstrasse  Aarau;646868.25;248870.9375;8.059370994567871;47.388999938964844
7601002122443;Schulärztlicher Dienst;Stadt Biel;ONursOrg;Freiestrasse;54;2502;Biel/Bienne;BE;CH;Freiestrasse 54 Biel/Bienne;585868.25;221347.65625;7.252328872680664;47.1429557800293
7601001371637;Pharmacie Ste-Croix;Pharmacies BENU SA;Pharm;rue Neuve;8A;1450;Ste-Croix;VD;CH;rue Neuve 8A Ste-Croix;528471.625;186152.890625;6.501245498657227;46.82267379760742
7601002122450;Verhöramt Appenzell A.R.;;Inst;Rathaus;;9043;Trogen;AR;CH;Rathaus  Trogen;754849.0;251904.0;9.490120887756348;47.39973449707031
7601002122467;Spitex-Verein Triengen;;Spitex;Schulhausstrasse;6;6235;Winikon;LU;CH;Schulhausstrasse 6 Winikon;646236.6875;231851.75;8.049253463745117;47.2359733581543
7601001371644;Pharmacie Bandol SA;;Pharm;rue de Bandol;1;1213;Onex;GE;CH;rue de Bandol 1 Onex;497203.21875;115878.15625;6.107182502746582;46.186500549316406
7615400000005;Diversey Europe B.V., Utrecht;Zweigniederlassung Münchwilen;Indus;Eschlikonerstrasse;;9542;Münchwilen TG;TG;CH;Eschlikonerstrasse  Münchwilen TG;717375.5;259780.5;8.99588680267334;47.478309631347656
7601002122498;Seniorenzentrum Wasserflue;;NursHom;Wasserfluestrasse;10;5024;Küttigen;AG;CH;Wasserfluestrasse 10 Küttigen;645779.5625;252074.375;8.045280456542969;47.41788864135742
7601001371675;Amavita Apotheke Rümlang;GaleniCare AG;Pharm;Oberdorfstrasse;24;8153;Rümlang;ZH;CH;Oberdorfstrasse 24 Rümlang;682304.1875;256138.515625;8.529989242553711;47.45088577270508
7601002122504;Alterszentrum Sunnetal;;NursHom;Sunnetalstrasse;2A;8117;Fällanden;ZH;CH;Sunnetalstrasse 2A Fällanden;690996.8125;247391.5;8.643454551696777;47.37107849121094
7601001371682;Sun Store Binningen;GaleniCare AG;Pharm;Gorenmattstrasse;;4102;Binningen;BL;CH;Gorenmattstrasse  Binningen;610092.25;264705.1875;7.5726542472839355;47.53300476074219
7601001371699;Farmacia di Viganello SA;;Pharm;Via Luigi Taddei;1;6962;Viganello;TI;CH;Via Luigi Taddei 1 Viganello;718122.5625;96741.4375;8.963744163513184;46.01188659667969
7601001371705;grisa pharma ag;;Indus;Bahnhofstrasse;44;7000;Chur;GR;CH;Bahnhofstrasse 44 Chur;759612.5625;190992.703125;9.531679153442383;46.85091018676758
7601002122511;Spital Thurgau AG - Kantonsspital Frauenfeld;Radiologie;Hosp;Pfaffenholzstrasse;4;8500;Frauenfeld;TG;CH;Pfaffenholzstrasse 4 Frauenfeld;710766.25;267540.1875;8.91015338897705;47.54923629760742
7601001371712;Pharmacie Place-Neuve;Pharmacies BENU SA;Pharm;place de la Gare;1;1009;Pully;VD;CH;place de la Gare 1 Pully;540205.6875;151336.375;6.659547328948975;46.510658264160156
7601001404168;Adroplan Beratungs AG;;SerFirm;Maria-Hilf-Strasse;7;6430;Schwyz;SZ;CH;Maria-Hilf-Strasse 7 Schwyz;692252.0;208664.46875;8.652138710021973;47.022605895996094
7601001372139;Advance AG;;Whole;Zugerstrasse;162;8820;Wädenswil;ZH;CH;Zugerstrasse 162 Wädenswil;690834.625;232598.4375;8.638312339782715;47.238059997558594
7601007623921;DJO Global Switzerland Sàrl;;HeaProd;chemin du Dévent;7;1024;Ecublens VD;VD;CH;chemin du Dévent 7 Ecublens VD;532352.375;153836.484375;6.556865215301514;46.53239822387695
7640135010005;elsa Schweiz AG;;HeaTec;Meierhofweg;5;6032;Emmen;LU;CH;Meierhofweg 5 Emmen;665987.625;215007.46875;8.307611465454102;47.082794189453125
7601001397408;Panax Import F. Ruckstuhl & Co.;;Indus;Bergtalweg;2a;9500;Wil SG;SG;CH;Bergtalweg 2a Wil SG;721408.9375;258982.765625;9.049166679382324;47.47040557861328
7618300000007;Herba-Collection AG;;NonHealthCare;Oltnerstrasse;81;4663;Aarburg;AG;CH;Oltnerstrasse 81 Aarburg;635241.375;242315.453125;7.9048686027526855;47.33076477050781
7610067000009;Martec Handels AG;;Whole;Bubenbergstrasse;11;8045;Zürich;ZH;CH;Bubenbergstrasse 11 Zürich;681770.5;245903.0625;8.521040916442871;47.35890197753906
